error_type,target,predicted
case_error,"Down at the Yard, however, a slight ray of hope awaited them, for the call put out the previous day for Prester John had been successful, and the burglar was even then being detained in Cannon Row pending audience.","Down at the yard, however, a slight ray of hope awaited them, for the call put out the previous day for prester John had been successful, and the burglar was even then being detained in Cannon row pending audience."
case_error,"""Good morning, brethren,"" he said politely.","""Good morning, Brethren,"" he said politely."
case_error,"""I heard that my Lords had need of men, and I came."" It was his invariable greeting when summoned before the police to account for his lapses, and he accompanied it with an equally automatic gesture, holding his elbows in to his sides, bringing his forearms horizontal, and spreading out his flat palms in the same plane, a mannerism which the irreverent Inspector Teal described as ""John's lo-and-behold mitt-flap."" ""Acoustics excellent!"" commented Storm.","""I heard that my lords had need of men, and I came."" It was his invariable greeting when summoned before the police to account for his lapses, and he accompanied it with an equally automatic gesture, holding his elbows in to his sides, bringing his forearms horizontal, and spreading out his flat palms in the same plane, a mannerism which the irreverent inspector Teal described as ""John's lo-and-behold mitt-flap."" ""Acoustics excellent!"" commented Storm."
case_error,"Raegenssen last night."" ""On business,"" nodded Prester John.","Raegenssen last night."" ""On business,"" nodded prester John."
case_error,"It assists the train of thought."" Permission being granted, the man seated himself with a sigh and hitched up his trousers fastidiously.","It assists the train of thought."" permission being granted, the man seated himself with a sigh and hitched up his trousers fastidiously."
case_error,"The Bank of England, I think Surcon said--Surcon is the name by which the Apex is known to his men.","The Bank of England, I think Surcon said--surcon is the name by which the apex is known to his men."
case_error,"So--er--one is not encouraged to be inquisitive, is one?"" ""Quite,"" murmured Storm.","So--er--one is not encouraged to be inquisitive, is one?"" ""quite,"" murmured Storm."
other,"""Listen--you're afraid I'll offer you money.","""Little--you're afraid I'll offer you money."
other,"Storm, who was Storm--so perfectly did the name fit him that it was impossible to think of him as anything else--Storm, the reckless, daredevil trouble-hunter with the heart of a crusader....","Storm, who was Storm--so perfectly did the name fit him that it was impossible to think of him as anything else--Sturm, the reckless, daredevil trouble-hunter with the heart of a crusader...."
other,"""Listen,"" he said.","""Little,"" he said."
other,"He was identified as Henri Francois Joubert, a Frenchman domiciled in England, who'd made his fortune on the Stock Exchange--jobbing, you know--about thirty years ago.","He was identified as Helen Francois Joubert, a Frenchman domiciled in England, who'd made his fortune on the stock exchange--jobbing, you know--about thirty years ago."
other,"""Interesting people, very,"" said Mr.","""Interessant people, very,"" said Mr."
other,"Looking merely at Snooper's waistcoats, one would never have suspected their inhabitant of possessing so artistically furnished a room.","Looking merely at Skooper's waistcoats, one would never have suspected their inhabitant of possessing so artistically furnished a room."
other,"""Hullo, Mattock,"" he said.","""Rombo, Mattock,"" he said."
other,"""A French-English stock-jobber, a bank manager, a Cabinet Minister, and a newspaper editor.","""A French-Anglish Stock-jobber, a bank manager, a cabinet minister, and a newspaper editor."
other,"""You do try the magazine detective stunt--trying to make people think you know everything."" ""Nearly everything,"" corrected Teal modestly.","""You do try the magazine detective stunt--trying to make people think you know everything."" ""Almost everything,"" corrected Teal modestly."
other,"Hardly two seconds later the bell at the back of the house rang stridently, and someone pounded on the front door.","Almost two seconds later the bell at the back of the house rang stridently, and someone pounded on the front door."
other,"""Aw--mother!","""Aw--Mutter!"
other,"""Uncle Joe."" ""Damn Uncle Joe!"" snarled Storm, and her soft, amused laughter reached his ears before he hung up the receiver.","""Uncle Joe."" ""Durn Uncle Joe!"" snarled Storm, and her soft, amused laughter reached his ears before he hung up the receiver."
other,"Presently he pressed the bell at his side, and there was a knock on the door.","Currently he pressed the bell at his side, and there was a knock on the door."
other,"""Gondinue--yess?"" ""The safe you have in the office is of an old pattern.","""Gindinue--yess?"" ""The safe you have in the office is of an old pattern."
other,"It would be child's play to an expert safe-breaker."" ""Gondinue--yess?"" ""Mightn't it be wiser, sir, to get a new safe--or, better still, keep the papers at the bank?","It would be child's play to an expert safe-breaker."" ""Gindinue--yess?"" ""Mightn't it be wiser, Sir, to get a new safe--or, better still, keep the papers at the bank?"
other,"Once a man's made a break, they never let him go."" ""Gondinue--yess?"" ""They are rather private papers, sir?"" Cold blue eyes bored mercilessly into insolent brown ones.","Once a man's made a break, they never let him go."" ""Gindinue--yess?"" ""They are rather private papers, sir?"" Cold blue eyes bored mercilessly into insolent brown ones."
